,story_author,story_title,story_link,publication_title,publication_link
380,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,Modern Classics of Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?22540
381,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Fantasy Hall of Fame,http://www.isfdb.org/cgi-bin/pl.cgi?39602
382,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Greatest Science Fiction Stories of the 20th Century,http://www.isfdb.org/cgi-bin/pl.cgi?365009
383,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,Masterpieces: The Best Science Fiction of the Century,http://www.isfdb.org/cgi-bin/pl.cgi?21656
384,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,Masterpieces: The Best Science Fiction of the Twentieth Century,http://www.isfdb.org/cgi-bin/pl.cgi?272202
385,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Locus Awards: Thirty Years of the Best in Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?43226
386,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Locus Awards: Thirty Years of the Best in Fantasy and Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?416074
387,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Best of the Best: 20 Years of the Year's Best Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?67884
388,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Mammoth Book of The Best of The Best New SF,http://www.isfdb.org/cgi-bin/pl.cgi?347571
389,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,"StarShipSofa, No 25",http://www.isfdb.org/cgi-bin/pl.cgi?620104
390,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,The Secret History of Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?323528
391,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,"The Drabblecast, #230",http://www.isfdb.org/cgi-bin/pl.cgi?399393
392,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,"Lightspeed, January 2014",http://www.isfdb.org/cgi-bin/pl.cgi?435997
393,Terry Bisson,"""Bears Discover Fire""",http://www.isfdb.org/cgi-bin/title.cgi?41626+1,"Lightspeed Podcast, January 2014",http://www.isfdb.org/cgi-bin/pl.cgi?437453
394,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Beggars in Spain,http://www.isfdb.org/cgi-bin/pl.cgi?3912
395,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,"Isaac Asimov's Science Fiction Magazine, April 1991",http://www.isfdb.org/cgi-bin/pl.cgi?59122
396,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Year's Best Science Fiction: Ninth Annual Collection,http://www.isfdb.org/cgi-bin/pl.cgi?50821
397,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Best New SF 6,http://www.isfdb.org/cgi-bin/pl.cgi?84156
398,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Nebula Awards 27,http://www.isfdb.org/cgi-bin/pl.cgi?23488
399,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Giant Book of Fantastic SF,http://www.isfdb.org/cgi-bin/pl.cgi?363593
400,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Hugo and Nebula Award Winners from Asimov's Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?163171
401,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,"The New Hugo Winners, Volume IV",http://www.isfdb.org/cgi-bin/pl.cgi?44593
402,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Science Fiction Century,http://www.isfdb.org/cgi-bin/pl.cgi?46540
403,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Beaker's Dozen,http://www.isfdb.org/cgi-bin/pl.cgi?3784
404,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Hard SF Renaissance,http://www.isfdb.org/cgi-bin/pl.cgi?254722
405,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Mammoth Book of 20th Century Science Fiction: Volume Two,http://www.isfdb.org/cgi-bin/pl.cgi?293039
406,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Novel IdeasScience Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?82159
407,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,"The Science Fiction Century, Volume Two",http://www.isfdb.org/cgi-bin/pl.cgi?87642
408,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Best of the Best Volume 2: 20 Years of the Best Short Science Fiction Novels,http://www.isfdb.org/cgi-bin/pl.cgi?89427
409,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Mammoth Book of Best Short SF Novels,http://www.isfdb.org/cgi-bin/pl.cgi?347490
410,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,The Best of Nancy Kress,http://www.isfdb.org/cgi-bin/pl.cgi?528282
411,Nancy Kress,"""Beggars in Spain""",http://www.isfdb.org/cgi-bin/title.cgi?41619+1,Phoenix Pick Award Winners Mini Bundle One: The Hemingway Hoax / Beggars in Spain,http://www.isfdb.org/cgi-bin/pl.cgi?743469
412,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,"Astounding Science-Fiction, July 1939",http://www.isfdb.org/cgi-bin/pl.cgi?57507
413,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Adventures in Time and Space,http://www.isfdb.org/cgi-bin/pl.cgi?245825
414,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Selections from Adventures in Time and Space,http://www.isfdb.org/cgi-bin/pl.cgi?1655
415,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Famous Science-Fiction Stories: Adventures in Time and Space,http://www.isfdb.org/cgi-bin/pl.cgi?245829
416,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,First Flight,http://www.isfdb.org/cgi-bin/pl.cgi?13794
417,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Now Begins Tomorrow,http://www.isfdb.org/cgi-bin/pl.cgi?237445
418,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Science Fiction Novellas,http://www.isfdb.org/cgi-bin/pl.cgi?29121
419,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Novella: 3,http://www.isfdb.org/cgi-bin/pl.cgi?24597
420,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Other Canadas: An Anthology of Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?264107
421,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,The Road to Science Fiction #2: From Wells to Heinlein,http://www.isfdb.org/cgi-bin/pl.cgi?319051
422,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,"The Great Science Fiction Stories Volume 1, 1939",http://www.isfdb.org/cgi-bin/pl.cgi?40974
423,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,"Astounding Science Fiction, July 1939",http://www.isfdb.org/cgi-bin/pl.cgi?3250
424,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,First Voyages,http://www.isfdb.org/cgi-bin/pl.cgi?13842
425,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Isaac Asimov Presents The Golden Years of Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?18601
426,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Things Hunting Men,http://www.isfdb.org/cgi-bin/pl.cgi?51010
427,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Monsters,http://www.isfdb.org/cgi-bin/pl.cgi?178677
428,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Cats in Space and Other Places,http://www.isfdb.org/cgi-bin/pl.cgi?6419
429,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Great Science Fiction Stories of 1939,http://www.isfdb.org/cgi-bin/pl.cgi?269428
430,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,"The SFWA Grand Masters, Volume Three",http://www.isfdb.org/cgi-bin/pl.cgi?46933
431,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,"The SFWA Grand Masters, Volume 3",http://www.isfdb.org/cgi-bin/pl.cgi?256398
432,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,The Road to Science Fiction: Volume 2: From Wells to Heinlein,http://www.isfdb.org/cgi-bin/pl.cgi?284697
433,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,Transfinite: The Essential A. E. van Vogt,http://www.isfdb.org/cgi-bin/pl.cgi?52175
434,A. E. van Vogt,"""Black Destroyer""",http://www.isfdb.org/cgi-bin/title.cgi?41604+1,The World Turned Upside Down,http://www.isfdb.org/cgi-bin/pl.cgi?274029
435,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,"Analog Science Fiction/Science Fact, June 1983",http://www.isfdb.org/cgi-bin/pl.cgi?57148
436,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Year's Best Science Fiction: First Annual Collection,http://www.isfdb.org/cgi-bin/pl.cgi?195293
437,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The 1984 Annual World's Best SF,http://www.isfdb.org/cgi-bin/pl.cgi?100
438,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Nebula Awards #19,http://www.isfdb.org/cgi-bin/pl.cgi?23476
439,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Tangents,http://www.isfdb.org/cgi-bin/pl.cgi?34482
440,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The New Hugo Winners: Award-Winning Science Fiction Stories,http://www.isfdb.org/cgi-bin/pl.cgi?281856
441,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The New Hugo Winners,http://www.isfdb.org/cgi-bin/pl.cgi?195929
442,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Best of Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?366720
443,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Discoveries,http://www.isfdb.org/cgi-bin/pl.cgi?173121
444,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Nanodreams,http://www.isfdb.org/cgi-bin/pl.cgi?23391
445,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Visions of Wonder,http://www.isfdb.org/cgi-bin/pl.cgi?53436
446,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Cyber-Killers,http://www.isfdb.org/cgi-bin/pl.cgi?174291
447,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Future on Ice,http://www.isfdb.org/cgi-bin/pl.cgi?14887
448,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Nanotech,http://www.isfdb.org/cgi-bin/pl.cgi?23392
449,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Prentice Hall Anthology of Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?251064
450,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Collected Stories of Greg Bear,http://www.isfdb.org/cgi-bin/pl.cgi?37306
451,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Ultimate Cyberpunk,http://www.isfdb.org/cgi-bin/pl.cgi?48997
452,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Best of the Best: 20 Years of the Year's Best Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?67884
453,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Novel IdeasScience Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?82159
454,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,A Science Fiction Omnibus,http://www.isfdb.org/cgi-bin/pl.cgi?253419
455,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Mammoth Book of The Best of The Best New SF,http://www.isfdb.org/cgi-bin/pl.cgi?347571
456,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Visions of the Future,http://www.isfdb.org/cgi-bin/pl.cgi?555645
457,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,Just Over the Horizon,http://www.isfdb.org/cgi-bin/pl.cgi?569849
458,Greg Bear,"""Blood Music""",http://www.isfdb.org/cgi-bin/title.cgi?49380+1,The Big Book of Science Fiction: The Ultimate Collection,http://www.isfdb.org/cgi-bin/pl.cgi?573105
459,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,"Isaac Asimov's Science Fiction Magazine, June 1984",http://www.isfdb.org/cgi-bin/pl.cgi?59202
460,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Year's Best Science Fiction: Second Annual Collection,http://www.isfdb.org/cgi-bin/pl.cgi?50823
461,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The 1985 Annual World's Best SF,http://www.isfdb.org/cgi-bin/pl.cgi?205017
462,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Terry Carr's Best Science Fiction of the Year,http://www.isfdb.org/cgi-bin/pl.cgi?4162
463,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Best Science Fiction of the Year 14,http://www.isfdb.org/cgi-bin/pl.cgi?269317
464,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Best SF of the Year #14,http://www.isfdb.org/cgi-bin/pl.cgi?269318
465,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Nebula Awards 20,http://www.isfdb.org/cgi-bin/pl.cgi?23477
466,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Science Fiction: The Science Fiction Research Association Anthology,http://www.isfdb.org/cgi-bin/pl.cgi?354512
467,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Best of Isaac Asimov's Science Fiction Magazine,http://www.isfdb.org/cgi-bin/pl.cgi?35803
468,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The New Hugo Winners: Award-Winning Science Fiction Stories,http://www.isfdb.org/cgi-bin/pl.cgi?281856
469,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The New Hugo Winners,http://www.isfdb.org/cgi-bin/pl.cgi?195929
470,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Foundations of Fear,http://www.isfdb.org/cgi-bin/pl.cgi?14476
471,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Invaders!,http://www.isfdb.org/cgi-bin/pl.cgi?18487
472,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Visions of Fear,http://www.isfdb.org/cgi-bin/pl.cgi?53433
473,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,"Women of Wonder, the Contemporary Years: Science Fiction by Women from the 1970s to the 1990s",http://www.isfdb.org/cgi-bin/pl.cgi?55292
474,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,Bloodchild and Other Stories,http://www.isfdb.org/cgi-bin/pl.cgi?5015
475,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Prentice Hall Anthology of Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?251064
476,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Locus Awards: Thirty Years of the Best in Fantasy and Science Fiction,http://www.isfdb.org/cgi-bin/pl.cgi?416074
477,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Locus Awards: Thirty Years of the Best in Science Fiction and Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?43226
478,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,"Bloodchild and Other Stories, Second Edition",http://www.isfdb.org/cgi-bin/pl.cgi?267811
479,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Weird: A Compendium of Strange and Dark Stories,http://www.isfdb.org/cgi-bin/pl.cgi?451264
480,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,"The Drabblecast, #300",http://www.isfdb.org/cgi-bin/pl.cgi?431405
481,Octavia E. Butler,"""Bloodchild""",http://www.isfdb.org/cgi-bin/title.cgi?41597+1,The Big Book of Science Fiction: The Ultimate Collection,http://www.isfdb.org/cgi-bin/pl.cgi?573105
482,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,"The Magazine of Fantasy and Science Fiction, April 1974",http://www.isfdb.org/cgi-bin/pl.cgi?60962
483,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Born with the Dead,http://www.isfdb.org/cgi-bin/pl.cgi?5315
484,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Born with the Dead: Three Novellas,http://www.isfdb.org/cgi-bin/pl.cgi?5317
485,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,The Best Science Fiction of the Year #4,http://www.isfdb.org/cgi-bin/pl.cgi?4166
486,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,The Best Science Fiction of the Year 4,http://www.isfdb.org/cgi-bin/pl.cgi?264650
487,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Nebula Award Stories 10,http://www.isfdb.org/cgi-bin/pl.cgi?263164
488,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Nebula Award Stories Ten,http://www.isfdb.org/cgi-bin/pl.cgi?23454
489,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,"The Best of Robert Silverberg, Volume Two",http://www.isfdb.org/cgi-bin/pl.cgi?35878
490,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,The Arbor House Treasury of Great Science Fiction Short Novels,http://www.isfdb.org/cgi-bin/pl.cgi?318627
491,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,"The Science Fiction Hall of Fame, Volume IV",http://www.isfdb.org/cgi-bin/pl.cgi?46551
492,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Born with the Dead / The Saliva Tree,http://www.isfdb.org/cgi-bin/pl.cgi?5316
493,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Worlds Imagined,http://www.isfdb.org/cgi-bin/pl.cgi?55412
494,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,The Mammoth Book of Fantastic Science Fiction: Short Novels of the 1970s,http://www.isfdb.org/cgi-bin/pl.cgi?178713
495,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Phases of the Moon,http://www.isfdb.org/cgi-bin/pl.cgi?66116
496,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,"The Collected Stories of Robert Silverberg, Volume Four: Trips: 1972-73",http://www.isfdb.org/cgi-bin/pl.cgi?288496
497,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,"The Collected Stories of Robert Silverberg, Volume Four: Trips 1972-73",http://www.isfdb.org/cgi-bin/pl.cgi?400499
498,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Trips: 1972-73,http://www.isfdb.org/cgi-bin/pl.cgi?540753
499,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Trips,http://www.isfdb.org/cgi-bin/pl.cgi?447156
500,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,The Best of Robert Silverberg: Stories of Six Decades,http://www.isfdb.org/cgi-bin/pl.cgi?408200
501,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Sailing to Byzantium: Six Novellas,http://www.isfdb.org/cgi-bin/pl.cgi?418866
502,Robert Silverberg,"""Born with the Dead""",http://www.isfdb.org/cgi-bin/title.cgi?50858+1,Beyond the Doors of Death,http://www.isfdb.org/cgi-bin/pl.cgi?415089
503,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Buffalo Gals and Other Animal Presences,http://www.isfdb.org/cgi-bin/pl.cgi?101401
504,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,"The Magazine of Fantasy & Science Fiction, November 1987",http://www.isfdb.org/cgi-bin/pl.cgi?61366
505,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Year's Best Science Fiction: Fifth Annual Collection,http://www.isfdb.org/cgi-bin/pl.cgi?50812
506,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Year's Best Fantasy: First Annual Collection,http://www.isfdb.org/cgi-bin/pl.cgi?50751
507,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Best New SF 2,http://www.isfdb.org/cgi-bin/pl.cgi?209561
508,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Year's Best Fantasy Stories: 14,http://www.isfdb.org/cgi-bin/pl.cgi?50736
509,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Demons and Dreams: The Best Fantasy and Horror 1,http://www.isfdb.org/cgi-bin/pl.cgi?9873
510,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Best from Fantasy & Science Fiction: A 40th Anniversary Anthology,http://www.isfdb.org/cgi-bin/pl.cgi?35670
511,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Future on Fire,http://www.isfdb.org/cgi-bin/pl.cgi?14886
512,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,"The New Hugo Winners, Volume II",http://www.isfdb.org/cgi-bin/pl.cgi?184661
513,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The New Hugo Winners Volume II,http://www.isfdb.org/cgi-bin/pl.cgi?44590
514,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,"Buffalo Gals, Won't You Come Out Tonight",http://www.isfdb.org/cgi-bin/pl.cgi?111621
515,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Modern Classics of Fantasy,http://www.isfdb.org/cgi-bin/pl.cgi?22540
516,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,A Century of Fantasy 1980-1989: The Greatest Stories of the Decade,http://www.isfdb.org/cgi-bin/pl.cgi?166761
517,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Fantasy Hall of Fame,http://www.isfdb.org/cgi-bin/pl.cgi?39602
518,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The American Fantasy Tradition,http://www.isfdb.org/cgi-bin/pl.cgi?35146
519,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,Where on Earth,http://www.isfdb.org/cgi-bin/pl.cgi?398148
520,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Found and the Lost: The Collected Novellas of Ursula K. Le Guin,http://www.isfdb.org/cgi-bin/pl.cgi?578368
521,Ursula K. Le Guin,"""Buffalo Gals, Won't You Come Out Tonight""",http://www.isfdb.org/cgi-bin/title.cgi?58823+1,The Unreal and the Real: The Selected Short Stories of Ursula K. Le Guin,http://www.isfdb.org/cgi-bin/pl.cgi?578460
